UID,Name,Nat,Club,2nd Nat,Division,Best Pos,Age,Transfer Value,xG/90,xG-OP,FA,Off,xG/shot,Cr C/90,Conv %,NP0xG/90,Gls/90,xA/90,Ch C/90,K Ps/90,Pres A/90,Dist/90,Cr C/A,Drb/90,Sprints/90,Blk/90,Int/90,K Hdrs/90,K Tck/90,Poss Won/90,Poss Lost/90,Tck/90,Tck R,Hdr %,xSv %,Pens Saved Ratio,Pas %,Sv %,Cln/90,Pr passes/90,Gl Mst,xGP/90,All/90,Inf,Rec
48044737,Maxence Caqueret,FRA,OL,,Ligue 1 Uber Eats,M (C),27,$52M - $62M,0.07,-1.12,25.00,4.00,0.09,0.10,0.04,0.07,0.03,0.22,0.52,0.86,10.25,8.4mi,0.27,0.83,13.21,0.45,1.69,0.03,0.17,15.68,6.12,2.13,0.67,0.20,0.00,0.00,0.91,0.00,0.00,5.06,0.00,0.00,0.00,,0 0 0
2000063225,Ramón Terrats,ESP,Villarreal,,Spanish First Division,M (C),26,$52M - $62M,0.13,-1.71,25.00,1.00,0.12,1.13,0.08,0.13,0.08,0.23,0.46,1.89,11.30,7.8mi,0.33,1.19,10.63,0.43,1.97,0.13,0.11,14.43,13.13,2.29,0.81,0.26,0.00,0.00,0.88,0.00,0.00,3.83,0.00,0.00,0.00,,0 0 0
28118905,Mat?j Ková?,CZE,Bayer 04,,Bundesliga,GK,26,$52M - $62M,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.8mi,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.27,7.63,0.02,0.20,0.00,0.88,0.20,0.89,0.77,0.29,0.00,2.00,0.19,1.07,,0 0 0
53167331,Tobias Gulliksen,NOR,Ajax,,Eredivisie,M (C),23,$51M - $63M,0.26,-2.45,34.00,9.00,0.10,0.42,0.07,0.26,0.18,0.27,0.49,1.72,13.32,7.8mi,0.15,2.53,15.57,0.14,1.83,0.04,0.11,6.47,16.17,2.53,0.81,0.25,0.00,0.00,0.86,0.00,0.00,2.81,0.00,0.00,0.00,Wnt,0 0 0
2000100062,Badredine Bouanani,ALG,OGC Nice,FRA,Ligue 1 Uber Eats,AM (R),22,$50M - $73M,0.36,-1.63,43.00,12.00,0.11,0.81,0.10,0.36,0.31,0.15,0.34,1.50,13.29,7.9mi,0.26,3.74,15.07,0.28,1.65,0.06,0.03,4.28,18.29,2.53,0.90,0.30,0.00,0.00,0.88,0.00,0.00,2.62,0.00,0.00,0.00,,0 0 0
37058363,Tyrell Malacia,NED,Ajax,CUW,Eredivisie,D (L),27,$50M - $62M,0.01,-0.21,39.00,0.00,0.05,0.13,0.00,0.01,0.00,0.18,0.29,0.81,8.79,8.0mi,0.07,1.55,15.71,0.58,1.88,0.19,0.13,12.54,11.70,2.91,0.83,0.48,0.00,0.00,0.89,0.00,0.00,6.05,0.00,0.00,0.00,Wnt,0 0 0
43500350,Wilfried Gnonto,ITA,VfL Wolfsburg,CIV,Bundesliga,AM (R),23,$49M - $72M,0.18,1.79,24.00,7.00,0.11,0.40,0.18,0.18,0.28,0.09,0.17,1.19,11.43,8.0mi,0.15,2.83,11.88,0.06,2.04,0.00,0.00,3.28,16.63,1.87,0.83,0.20,0.00,0.00,0.84,0.00,0.00,2.32,0.00,0.00,0.00,,0 0 0
28122215,Kasey McAteer,ENG,Leicester,IRL,English Premier Division,AM (R),25,$49M - $61M,0.11,-0.23,44.00,10.00,0.13,1.40,0.13,0.11,0.10,0.26,0.72,2.32,16.97,8.8mi,0.14,2.51,19.25,0.46,1.89,0.00,0.03,7.77,15.99,2.32,0.66,0.20,0.00,0.00,0.85,0.00,0.00,2.84,0.00,0.00,0.00,,0 0 0
28111079,Calvin Bassey,NGA,Southampton,ENG,English Premier Division,D (L),27,$49M - $60M,0.09,0.89,15.00,1.00,0.12,0.29,0.15,0.09,0.12,0.13,0.23,0.70,9.97,8.0mi,0.22,0.93,11.98,0.93,3.35,0.85,0.23,15.13,9.41,3.29,0.83,0.72,0.00,0.00,0.89,0.00,0.00,6.03,0.00,0.00,0.00,Wnt,0 0 0
49038271,Maxence Lacroix,FRA,VfL Wolfsburg,GLP,Bundesliga,D (C),27,$49M - $60M,0.05,-1.53,10.00,1.00,0.08,0.00,0.00,0.05,0.00,0.03,0.09,0.34,3.09,7.3mi,0.00,0.34,5.31,0.72,1.81,0.69,0.25,17.50,2.78,1.28,0.80,0.68,0.00,0.00,0.93,0.00,0.00,3.97,0.00,0.00,0.00,,0 0 0
49040111,Julien Ponceau,ANG,FC Lorient,FRA,Ligue 1 Uber Eats,M (C),26,$49M - $60M,0.14,1.76,27.00,9.00,0.11,0.95,0.15,0.14,0.20,0.32,0.59,2.76,10.65,8.3mi,0.31,1.64,13.15,0.30,1.51,0.03,0.13,12.40,11.08,2.60,0.85,0.22,0.00,0.00,0.88,0.00,0.00,4.77,0.00,0.00,0.00,,0 0 0
49041157,Melvin Bard,FRA,OGC Nice,,Ligue 1 Uber Eats,D (L),26,$49M - $58M,0.01,0.65,46.00,6.00,0.12,0.56,0.33,0.01,0.03,0.14,0.30,1.29,11.67,8.1mi,0.10,2.02,16.61,0.60,2.55,0.07,0.20,12.50,13.50,3.22,0.82,0.52,0.00,0.00,0.88,0.00,0.00,5.37,0.00,0.00,0.00,,0 0 0
91175868,Yann Aurel Bisseck,GER,Udinese,CMR,Italian Serie A,D (C),26,$48M - $71M,0.04,-0.41,10.00,0.00,0.07,0.00,0.05,0.04,0.03,0.04,0.09,0.38,2.76,7.0mi,0.00,0.21,4.81,0.59,2.29,0.50,0.21,16.17,2.50,1.09,0.84,0.74,0.00,0.00,0.94,0.00,0.00,4.58,0.00,0.00,0.00,Wnt,0 0 0
89063107,Iliman N'Diaye,SEN,OM,FRA,Ligue 1 Uber Eats,ST (C),27,$48M - $58M,0.62,-4.97,42.00,17.00,0.14,0.24,0.09,0.62,0.38,0.13,0.24,0.43,6.95,7.3mi,0.35,1.19,6.62,0.14,1.00,0.00,0.00,2.81,16.90,1.00,0.81,0.27,0.00,0.00,0.85,0.00,0.00,0.57,0.00,0.00,0.00,,0 0 0
61083649,Nathan Patterson,SCO,Everton,,English Premier Division,D (R),25,$48M - $57M,0.04,1.36,4.00,1.00,0.13,0.60,0.40,0.04,0.11,0.15,0.49,1.10,8.79,9.0mi,0.12,1.32,23.61,0.55,3.08,0.27,0.16,14.77,11.97,3.57,0.83,0.67,0.00,0.00,0.86,0.00,0.00,5.82,1.00,0.00,0.00,Wnt,0 0 0
19386116,Abner Vinicius,BRA,Real Hispalis,ESP,Spanish First Division,D (L),26,$47M - $68M,0.03,-1.14,41.00,3.00,0.14,0.28,0.00,0.03,0.00,0.05,0.15,1.09,8.92,8.0mi,0.18,1.96,14.59,0.51,2.52,0.23,0.20,12.79,11.54,2.47,0.75,0.56,0.00,0.00,0.89,0.00,0.00,7.53,0.00,0.00,0.00,Wnt,0 0 0
49052370,Azzedine Ounahi,MAR,OM,FRA,Ligue 1 Uber Eats,M (C),27,$47M - $68M,0.18,-0.31,15.00,1.00,0.11,0.30,0.11,0.18,0.17,0.25,0.51,2.77,11.09,7.8mi,0.33,0.81,11.18,0.17,1.83,0.38,0.04,14.89,11.69,1.62,0.62,0.41,0.00,0.00,0.88,0.00,0.00,4.56,0.00,0.00,0.00,Wnt,0 0 0
2000056839,Moreno Živkovi?,CRO,FC Lorient,,Ligue 1 Uber Eats,D (C),22,$47M - $59M,0.05,-1.47,8.00,0.00,0.09,0.00,0.00,0.05,0.00,0.01,0.06,0.16,3.26,7.0mi,0.00,0.22,5.14,0.54,1.76,0.80,0.22,16.63,2.46,1.31,0.84,0.65,0.00,0.00,0.94,0.00,0.00,4.66,0.00,0.00,0.00,,0 0 0
83333463,Rodrigo Gomes,POR,RB Leipzig,,Bundesliga,AM (R),23,$47M - $59M,0.19,0.93,45.00,12.00,0.10,0.58,0.11,0.19,0.22,0.17,0.22,1.18,12.77,8.0mi,0.18,3.68,16.59,0.33,1.95,0.00,0.03,4.61,21.20,2.50,0.88,0.21,0.00,0.00,0.83,0.00,0.00,2.31,0.00,0.00,0.00,,0 0 0
2000079847,José Córdoba,PAN,Leicester,,English Premier Division,D (C),26,$47M - $58M,0.08,1.13,2.00,0.00,0.12,0.03,0.17,0.08,0.12,0.02,0.03,0.15,2.07,7.2mi,0.50,0.03,4.13,0.52,1.66,1.28,0.26,10.02,4.92,0.96,0.69,0.78,0.00,0.00,0.93,0.00,0.00,3.70,3.00,0.00,0.00,Rst,0 0 0
53143395,Jørgen Strand Larsen,NOR,Vigo,,Spanish First Division,ST (C),27,$47M - $57M,0.35,-0.03,94.00,22.00,0.11,0.13,0.11,0.30,0.35,0.10,0.19,0.79,6.88,7.6mi,0.36,1.29,6.88,0.06,1.36,0.13,0.00,2.62,15.77,1.07,0.79,0.45,0.00,0.00,0.87,0.00,0.00,0.82,0.00,0.00,0.00,,0 0 0
18111484,Johan Bakayoko,BEL,PSV,CIV,Eredivisie,AM (R),24,$46M - $68M,0.24,3.45,61.00,16.00,0.10,0.72,0.13,0.24,0.33,0.21,0.38,1.28,13.39,7.9mi,0.17,3.90,15.83,0.38,1.90,0.03,0.05,5.03,15.00,2.39,0.80,0.31,0.00,0.00,0.85,0.00,0.00,2.23,0.00,0.00,0.00,,0 0 0
49063222,Alidu Seidu,GHA,Rennes,FRA,Ligue 1 Uber Eats,D (R),26,$46M - $67M,0.03,-0.91,16.00,1.00,0.07,0.25,0.00,0.03,0.00,0.08,0.11,0.42,4.84,7.1mi,0.16,0.39,6.73,0.62,2.14,0.48,0.23,15.12,4.59,1.46,0.83,0.57,0.00,0.00,0.91,0.00,0.00,4.25,1.00,0.00,0.00,,0 0 0
2000125958,Pablo Barrios,ESP,PSV,,Eredivisie,M (C),23,$46M - $67M,0.15,0.65,34.00,1.00,0.11,0.35,0.13,0.15,0.17,0.28,0.49,2.11,10.73,7.9mi,0.28,1.44,12.00,0.26,1.38,0.12,0.00,15.28,10.96,1.70,0.76,0.44,0.00,0.00,0.88,0.00,0.00,4.33,0.00,0.00,0.00,Wnt,0 0 0
25062522,Adam Karabec,CZE,Leicester,,English Premier Division,AM (C),23,$46M - $67M,0.14,0.44,59.00,14.00,0.14,0.32,0.15,0.14,0.16,0.14,0.36,1.04,11.20,9.0mi,0.08,2.13,15.74,0.20,2.45,0.08,0.04,6.62,11.24,1.36,0.67,0.28,0.00,0.00,0.86,0.00,0.00,2.13,0.00,0.00,0.00,Inj,0 0 0
29165656,Ryan Sessegnon,CIV,Eintracht Frankfurt,ENG,Bundesliga,WB (L),26,$46M - $65M,0.01,-0.44,46.00,3.00,0.06,0.40,0.00,0.01,0.00,0.13,0.16,1.40,9.48,8.2mi,0.16,2.27,17.22,0.50,2.46,0.19,0.25,12.49,14.48,2.52,0.77,0.43,0.00,0.00,0.87,0.00,0.00,7.55,0.00,0.00,0.00,,0 0 0
29175587,Leif Davis,ENG,Ipswich,,English Premier Division,D (L),27,$46M - $57M,0.02,0.28,9.00,1.00,0.12,0.71,0.17,0.02,0.03,0.12,0.27,1.33,12.12,8.5mi,0.10,1.42,16.85,1.27,3.10,0.38,0.21,13.92,13.27,3.58,0.79,0.74,0.00,0.00,0.86,0.00,0.00,5.29,3.00,0.00,0.00,,0 0 0
49037827,Sofiane Diop,MAR,OGC Nice,FRA,Ligue 1 Uber Eats,AM (L),26,$46M - $57M,0.38,-4.17,50.00,6.00,0.15,0.68,0.09,0.38,0.23,0.17,0.45,2.41,12.48,7.8mi,0.12,3.02,15.53,0.30,1.40,0.00,0.00,4.64,19.95,2.00,0.80,0.26,0.00,0.00,0.85,0.00,0.00,2.83,0.00,0.00,0.00,,0 0 0
14223258,Rodrigo Villagra,ARG,Lazio,,Italian Serie A,DM,26,$45M - $66M,0.20,-1.23,4.00,1.00,0.12,0.00,0.05,0.20,0.09,0.19,0.35,2.39,12.14,7.5mi,0.00,0.80,12.14,0.09,1.51,0.35,0.00,17.27,8.06,1.77,0.71,0.49,0.00,0.00,0.91,0.00,0.00,4.52,0.00,0.00,0.00,nEU,0 0 0
67276482,Ander Barrenetxea,ESP,Valencia,BAS,Spanish First Division,AM (L),25,$45M - $66M,0.28,-0.24,23.00,9.00,0.13,0.27,0.12,0.28,0.27,0.19,0.27,1.45,12.85,7.8mi,0.12,2.84,14.78,0.37,1.61,0.05,0.00,5.46,17.29,2.03,0.83,0.34,0.00,0.00,0.87,0.00,0.00,2.46,0.00,0.00,0.00,,0 0 0
67263885,Guille Rosas,ESP,S. Gijón,,Spanish Second Division,D (R),26,$45M - $54M,0.12,-4.38,57.00,3.00,0.12,0.34,0.00,0.12,0.00,0.12,0.28,0.56,8.74,8.1mi,0.21,1.43,14.24,0.48,2.44,0.06,0.06,14.63,9.61,2.80,0.85,0.55,0.00,0.00,0.89,0.00,0.00,7.71,0.00,0.00,0.00,Ask,0 0 0
49048357,Lucas Chevalier,FRA,LOSC,,Ligue 1 Uber Eats,GK,25,$45M - $54M,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.1mi,0.00,0.00,0.00,0.00,0.07,0.00,0.00,4.95,5.95,0.00,0.00,0.00,0.86,0.00,0.91,0.70,0.21,0.17,2.00,0.02,1.36,,0 0 0
78102085,Anderson Duarte,URU,Atalanta,,Italian Serie A,AM (R),23,$45M - $53M,0.16,0.53,55.00,8.00,0.12,0.32,0.13,0.16,0.17,0.06,0.09,1.77,12.65,8.1mi,0.11,3.49,14.31,0.29,1.86,0.00,0.00,4.39,20.06,2.41,0.85,0.29,0.00,0.00,0.85,0.00,0.00,2.97,0.00,0.00,0.00,nEU,0 0 0
2000044526,José Manuel López,ARG,Sporting CP,,Portuguese Premier League,ST (C),26,$44M - $63M,0.55,6.64,62.00,25.00,0.12,0.08,0.16,0.50,0.73,0.11,0.27,0.62,6.70,7.2mi,0.18,0.83,6.51,0.22,0.81,0.22,0.00,3.04,15.69,1.45,0.78,0.55,0.00,0.00,0.86,0.00,0.00,0.62,0.00,0.00,0.00,,0 0 0
91187556,Leandro Barreiro,LUX,Bayer 04,POR,Bundesliga,M (C),27,$44M - $61M,0.05,-0.47,10.00,3.00,0.07,0.11,0.05,0.05,0.04,0.11,0.18,0.65,9.82,7.8mi,0.13,1.05,12.79,0.43,1.92,0.14,0.04,11.63,14.64,1.85,0.65,0.40,0.00,0.00,0.86,0.00,0.00,3.12,0.00,0.00,0.00,,0 0 0
16337073,Samson Baidoo,AUT,Borussia Dortmund,,Bundesliga,D (C),23,$44M - $52M,0.03,-0.49,4.00,0.00,0.05,0.05,0.00,0.03,0.00,0.04,0.05,0.10,4.09,7.1mi,0.25,0.21,5.79,0.36,1.91,0.62,0.52,14.79,2.38,1.55,0.71,0.75,0.00,0.00,0.90,0.00,0.00,5.17,0.00,0.00,0.00,,0 0 0
49037698,Amine Adli,MAR,Leicester,FRA,English Premier Division,AM (L),26,$43M - $63M,0.15,-3.02,47.00,4.00,0.10,0.73,0.02,0.15,0.04,0.13,0.36,1.42,15.72,8.5mi,0.11,3.43,20.09,0.26,2.30,0.00,0.11,8.61,15.21,3.94,0.81,0.32,0.00,0.00,0.86,0.00,0.00,3.14,0.00,0.00,0.00,,0 0 0
91205203,Eric Martel,GER,1. FC Köln,,Bundesliga,DM,25,$43M - $54M,0.06,1.05,28.00,1.00,0.14,0.15,0.21,0.06,0.09,0.11,0.45,1.03,10.19,8.2mi,0.27,0.42,13.22,0.27,2.00,0.36,0.24,13.74,6.43,1.94,0.69,0.72,0.00,0.00,0.90,0.00,0.00,4.25,0.00,0.00,0.00,Wnt,0 0 0
76047347,Luis Sinisterra,COL,Bournemouth,,English Premier Division,AM (L),27,$43M - $53M,0.16,-0.97,45.00,11.00,0.10,0.89,0.08,0.16,0.13,0.12,0.52,1.31,16.16,8.6mi,0.09,3.02,18.33,0.23,2.82,0.10,0.03,9.54,16.16,4.03,0.85,0.41,0.00,0.00,0.83,0.00,0.00,2.52,0.00,0.00,0.00,Inj,0 0 0
95081385,Otávio,BRA,FC Porto,,Portuguese Premier League,D (C),25,$43M - $51M,0.09,-0.18,3.00,0.00,0.11,0.04,0.11,0.09,0.08,0.03,0.04,0.25,3.17,7.4mi,0.33,0.33,6.17,0.62,2.14,0.58,0.29,18.27,2.14,1.48,0.88,0.71,0.00,0.00,0.92,0.00,0.00,5.47,0.00,0.00,0.00,Wnt,0 0 0
53138465,Emil Breivik,NOR,VfL Wolfsburg,,Bundesliga,M (C),26,$43M - $51M,0.14,-1.36,21.00,0.00,0.10,0.16,0.06,0.14,0.08,0.18,0.20,1.13,10.17,8.1mi,0.20,0.73,11.99,0.41,1.54,0.49,0.04,12.04,8.39,1.82,0.78,0.57,0.00,0.00,0.89,0.00,0.00,4.38,0.00,0.00,0.00,,0 0 0
58159001,Daniil Denisov,RUS,Club Brugge,,Jupiler Pro League,DM,24,$43M - $51M,0.08,-0.34,48.00,1.00,0.15,0.48,0.14,0.08,0.08,0.04,0.05,0.94,8.96,8.2mi,0.28,0.91,15.49,0.53,2.41,0.30,0.18,13.64,10.72,3.35,0.89,0.66,0.00,0.00,0.89,0.00,0.00,6.70,0.00,0.00,0.00,Wnt,0 0 0
29178504,Djed Spence,ENG,Eintracht Frankfurt,KEN,Bundesliga,AM (R),26,$43M,0.13,-3.28,56.00,5.00,0.12,0.31,0.03,0.13,0.03,0.19,0.44,1.31,10.42,8.0mi,0.10,2.99,15.49,0.12,2.11,0.22,0.09,10.11,15.27,2.55,0.77,0.51,0.00,0.00,0.87,0.00,0.00,5.44,0.00,0.00,0.00,Wnt,0 0 0
91178618,Can Bozdogan,TUR,FC Utrecht,GER,Eredivisie,M (C),26,$43M,0.07,-1.18,30.00,2.00,0.11,1.19,0.05,0.07,0.03,0.24,0.49,2.24,10.12,8.4mi,0.26,1.02,12.70,0.30,1.71,0.13,0.00,14.71,5.24,2.11,0.69,0.34,0.00,0.00,0.92,0.00,0.00,5.31,0.00,0.00,0.00,Ask,0 0 0
93123174,Jacob Ondrejka,SWE,Burnley,,Sky Bet Championship,AM (L),24,$42M - $62M,0.22,3.17,54.00,13.00,0.11,1.31,0.15,0.22,0.31,0.24,0.43,2.11,12.78,7.9mi,0.12,3.08,14.29,0.29,1.57,0.06,0.06,5.76,17.02,2.91,0.84,0.24,0.00,0.00,0.84,0.00,0.00,2.99,0.00,0.00,0.00,Wnt,0 0 0
28113416,Jacob Greaves,ENG,Hull,,Sky Bet Championship,D (C),26,$42M - $61M,0.05,-1.03,23.00,2.00,0.09,0.09,0.05,0.05,0.02,0.10,0.12,0.90,7.54,7.9mi,0.08,1.13,13.93,0.71,2.59,0.57,0.14,16.92,8.30,2.45,0.79,0.71,0.00,0.00,0.90,0.00,0.00,7.00,1.00,0.00,0.00,,0 0 0
2000108547,Amir Richardson,MAR,Parthenope,FRA,Italian Serie A,M (C),25,$42M - $52M,0.13,-0.52,9.00,2.00,0.08,0.05,0.06,0.13,0.10,0.24,0.56,1.32,11.08,7.8mi,0.07,0.71,10.93,0.46,1.42,0.25,0.05,13.53,12.56,1.93,0.68,0.62,0.00,0.00,0.89,0.00,0.00,3.97,0.00,0.00,0.00,,0 0 0
2000045005,Noah Sadiki,BEL,Wolves,COD,English Premier Division,DM,22,$42M - $50M,0.03,-0.87,7.00,1.00,0.11,0.12,0.00,0.03,0.00,0.06,0.12,0.75,9.40,8.4mi,0.13,1.18,11.64,1.02,2.24,0.16,0.31,11.13,8.41,3.03,0.79,0.61,0.00,0.00,0.89,0.00,0.00,5.50,0.00,0.00,0.00,,0 0 0
37071145,Mats Wieffer,NED,Feyenoord,,Eredivisie,DM,27,$42M - $50M,0.03,0.20,15.00,1.00,0.13,0.55,0.17,0.03,0.03,0.17,0.36,0.97,9.71,8.4mi,0.12,0.45,12.48,0.42,1.85,0.36,0.13,12.48,5.85,2.34,0.74,0.61,0.00,0.00,0.88,0.00,0.00,4.94,0.00,0.00,0.00,Wnt,0 0 0
18111195,Luca Oyen,BEL,KRC Genk,,Jupiler Pro League,AM (C),24,$42M,0.20,0.76,58.00,13.00,0.12,0.42,0.13,0.20,0.22,0.21,0.35,1.51,12.69,8.0mi,0.13,2.81,14.25,0.40,1.36,0.07,0.02,6.12,14.15,2.44,0.83,0.26,0.00,0.00,0.84,0.00,0.00,2.42,0.00,0.00,0.00,,0 0 0
53159880,Sivert Mannsverk,NOR,Ajax,,Eredivisie,M (C),24,$41M - $61M,0.16,-0.50,12.00,2.00,0.14,0.28,0.12,0.16,0.14,0.34,0.50,1.28,9.91,8.0mi,0.10,0.73,11.38,0.41,1.19,0.64,0.05,14.91,5.83,2.25,0.69,0.50,0.00,0.00,0.93,0.00,0.00,5.55,0.00,0.00,0.00,Wnt,0 0 0
28115792,Neco Williams,WAL,Leicester,ENG,English Premier Division,D (R),26,$41M - $60M,0.08,0.95,12.00,1.00,0.09,0.23,0.14,0.08,0.11,0.06,0.19,0.42,10.04,8.5mi,0.11,2.05,17.38,0.61,2.59,0.30,0.11,12.32,9.32,3.99,0.71,0.63,0.00,0.00,0.89,0.00,0.00,2.78,1.00,0.00,0.00,Wnt,0 0 0
28116427,Eric García,ESP,Real San Sebastián,,Spanish First Division,D (C),26,$41M - $50M,0.01,-0.23,7.00,1.00,0.08,0.00,0.00,0.01,0.00,0.10,0.13,0.77,4.95,7.4mi,0.00,0.51,8.74,0.39,2.19,0.71,0.06,16.52,3.99,1.29,0.67,0.71,0.00,0.00,0.93,0.00,0.00,4.95,0.00,0.00,0.00,Inj,0 0 0
67258817,Hugo Guillamón,ESP,West Ham,BAS,English Premier Division,DM,27,$41M - $49M,0.06,0.69,14.00,1.00,0.10,0.09,0.15,0.06,0.09,0.11,0.28,0.75,9.28,8.4mi,0.12,0.38,12.53,0.42,2.31,0.33,0.14,10.08,7.12,1.70,0.68,0.60,0.00,0.00,0.90,0.00,0.00,5.37,0.00,0.00,0.00,,0 0 0
43500510,Fabio Miretti,ITA,Juventus,,Italian Serie A,M (C),23,$40M - $58M,0.07,-0.34,17.00,5.00,0.10,1.20,0.08,0.07,0.05,0.12,0.16,0.88,11.02,7.9mi,0.09,0.78,11.85,0.26,1.09,0.00,0.05,10.34,12.94,1.71,0.73,0.46,0.00,0.00,0.88,0.00,0.00,3.43,0.00,0.00,0.00,,0 0 0
29219088,Cameron Archer,ENG,Everton,JAM,English Premier Division,ST (C),25,$40M - $58M,0.29,4.29,73.00,58.00,0.17,0.21,0.25,0.29,0.42,0.07,0.21,0.60,11.10,8.2mi,0.13,1.89,9.78,0.27,1.38,0.06,0.00,4.92,9.30,1.62,0.83,0.21,0.00,0.00,0.84,0.00,0.00,1.47,0.00,0.00,0.00,,0 0 0
2000231531,Anan Khalaily,ISR,Tottenham,,English Premier Division,AM (R),22,$40M - $49M,0.45,2.55,34.00,19.00,0.16,0.21,0.21,0.45,0.58,0.10,0.16,0.79,8.29,7.9mi,0.17,1.64,7.87,0.21,0.84,0.00,0.00,3.75,13.14,1.43,0.69,0.37,0.00,0.00,0.83,0.00,0.00,1.21,0.00,0.00,0.00,,0 0 0
49060803,Salis Abdul Samed,GHA,RC Lens,FRA,Ligue 1 Uber Eats,DM,27,$40M - $49M,0.05,-0.48,13.00,1.00,0.12,0.14,0.08,0.05,0.04,0.18,0.29,0.96,10.92,7.8mi,0.23,1.36,11.53,0.36,1.89,0.18,0.11,15.63,11.56,1.93,0.74,0.49,0.00,0.00,0.87,0.00,0.00,3.28,1.00,0.00,0.00,,0 0 0
49038967,Bafodé Diakité,FRA,LOSC,GUI,Ligue 1 Uber Eats,D (C),26,$40M - $49M,0.08,-0.62,12.00,0.00,0.13,0.09,0.10,0.08,0.06,0.08,0.06,0.43,4.31,7.4mi,0.12,0.47,7.91,0.71,2.51,0.50,0.16,16.23,5.34,1.77,0.88,0.76,0.00,0.00,0.92,0.00,0.00,5.06,0.00,0.00,0.00,,0 0 0
2000038265,Serdar Saatç?,TUR,Feyenoord,,Eredivisie,D (C),24,$40M - $46M,0.05,0.26,11.00,0.00,0.14,0.00,0.17,0.05,0.05,0.03,0.05,0.31,2.45,7.3mi,0.00,0.26,5.66,0.73,1.90,0.60,0.16,18.78,2.40,1.23,0.90,0.67,0.00,0.00,0.93,0.00,0.00,4.54,0.00,0.00,0.00,Wnt,0 0 0
36159280,Giannis Konstantelias,GRE,TSG Hoffenheim,,Bundesliga,AM (L),24,$40M,0.21,-1.20,44.00,12.00,0.13,0.64,0.10,0.21,0.17,0.24,0.50,1.51,12.82,7.7mi,0.21,2.82,14.27,0.20,1.54,0.03,0.00,7.15,14.54,2.55,0.84,0.31,0.00,0.00,0.84,0.00,0.00,2.55,0.00,0.00,0.00,,0 0 0
92086318,Iliya Gruev,BUL,Leeds,GER,Sky Bet Championship,DM,26,$39M - $58M,0.05,-1.68,21.00,0.00,0.14,0.17,0.00,0.05,0.00,0.22,0.37,1.24,9.84,8.4mi,0.41,0.63,11.68,0.29,1.96,0.32,0.12,12.89,6.73,2.62,0.78,0.62,0.00,0.00,0.90,0.00,0.00,6.01,0.00,0.00,0.00,,0 0 0
83228802,Fábio Silva,POR,Leeds,,Sky Bet Championship,ST (C),24,$39M - $57M,0.44,-0.56,78.00,30.00,0.14,0.03,0.14,0.44,0.42,0.09,0.10,0.58,6.94,7.4mi,0.11,1.48,5.94,0.23,1.19,0.06,0.00,2.29,13.45,0.81,0.69,0.38,0.00,0.00,0.86,0.00,0.00,0.65,0.00,0.00,0.00,,0 0 0
19352592,Pablo Roberto,BRA,Leeds,,Sky Bet Championship,M (C),27,$39M - $54M,0.32,-0.60,26.00,3.00,0.15,0.21,0.14,0.32,0.30,0.09,0.33,1.00,11.11,8.2mi,0.28,1.13,12.18,0.27,1.40,0.03,0.00,12.06,15.74,1.49,0.71,0.32,0.00,0.00,0.85,0.00,0.00,1.92,0.00,0.00,0.00,,0 0 0
84154064,Zeki Amdouni,SUI,Burnley,TUR,Sky Bet Championship,AM (C),26,$39M,0.33,4.00,66.00,14.00,0.11,0.30,0.14,0.28,0.45,0.10,0.36,0.84,8.78,8.1mi,0.29,1.43,10.76,0.15,1.05,0.06,0.00,7.08,12.31,1.70,0.73,0.38,0.00,0.00,0.85,0.00,0.00,1.37,0.00,0.00,0.00,Wnt,0 0 0
29175220,Morgan Gibbs-White,ENG,Nottm Forest,JAM,English Premier Division,AM (C),27,$38M - $57M,0.14,-2.84,35.00,12.00,0.12,0.64,0.05,0.14,0.06,0.13,0.38,1.53,12.65,8.4mi,0.14,1.36,13.43,0.40,2.28,0.00,0.03,7.91,10.02,2.57,0.73,0.26,0.00,0.00,0.87,0.00,0.00,2.48,1.00,0.00,0.00,Inj,0 0 0
70110530,Ozan Kabak,TUR,TSG Hoffenheim,,Bundesliga,D (C),27,$38M - $56M,0.02,-0.48,6.00,1.00,0.10,0.00,0.00,0.02,0.00,0.04,0.10,0.24,3.05,6.8mi,0.00,0.21,5.02,0.48,2.25,0.66,0.24,15.73,2.74,1.28,0.80,0.72,0.00,0.00,0.93,0.00,0.00,3.85,0.00,0.00,0.00,,0 0 0
14241918,Nicolás Valentini,ARG,Crystal Palace,ITA,Sky Bet Championship,D (C),26,$38M - $53M,0.02,-0.93,15.00,2.00,0.12,0.04,0.00,0.02,0.00,0.07,0.17,0.49,3.65,7.4mi,0.14,0.21,7.27,0.51,1.84,0.57,0.23,15.48,4.86,1.48,0.78,0.75,0.00,0.00,0.92,0.00,0.00,5.22,0.00,0.00,0.00,,0 0 0
